no;date;temp;comment
1;04.03.19 10:25:25AM;24,931;
2;04.03.19 10:25:30AM;;Protokolliert
3;04.03.19 12:25:25PM;23,292;
4;04.03.19 02:25:25PM;23,388;
5;04.03.19 04:25:25PM;18,331;
6;04.03.19 06:25:25PM;19,187;
7;04.03.19 08:25:25PM;19,567;
8;04.03.19 10:25:25PM;19,567;
9;04.04.19 12:25:25AM;19,472;
10;04.04.19 02:25:25AM;19,187;
11;04.04.19 04:25:25AM;18,806;
12;04.04.19 06:25:25AM;18,331;
13;04.04.19 08:25:25AM;17,95;
14;04.04.19 10:25:25AM;17,855;
15;04.04.19 12:25:25PM;17,189;
16;04.04.19 02:25:25PM;17,379;
17;04.04.19 04:25:25PM;17,189;
18;04.04.19 06:25:25PM;16,999;
19;04.04.19 08:25:25PM;16,903;
20;04.04.19 10:25:25PM;16,808;
21;04.05.19 12:25:25AM;16,618;
22;04.05.19 02:25:25AM;16,427;
23;04.05.19 04:25:25AM;16,427;
24;04.05.19 06:25:25AM;16,141;
25;04.05.19 08:25:25AM;16,046;
26;04.05.19 10:25:25AM;16,332;
27;04.05.19 12:25:25PM;16,523;
28;04.05.19 02:25:25PM;17,189;
29;04.05.19 04:25:25PM;16,332;
30;04.05.19 06:25:25PM;16,332;
31;04.05.19 08:25:25PM;16,141;
32;04.05.19 10:25:25PM;16,046;
33;04.06.19 12:25:25AM;15,951;
34;04.06.19 02:25:25AM;15,855;
35;04.06.19 04:25:25AM;15,855;
36;04.06.19 06:25:25AM;15,76;
37;04.06.19 08:25:25AM;15,76;
38;04.06.19 10:25:25AM;16,046;
39;04.06.19 12:25:25PM;16,427;
40;04.06.19 02:25:25PM;16,618;
41;04.06.19 04:25:25PM;16,618;
42;04.06.19 06:25:25PM;16,237;
43;04.06.19 08:25:25PM;16,046;
44;04.06.19 10:25:25PM;15,951;
45;04.07.19 12:25:25AM;15,855;
46;04.07.19 02:25:25AM;15,76;
47;04.07.19 04:25:25AM;15,76;
48;04.07.19 06:25:25AM;15,569;
49;04.07.19 08:25:25AM;15,664;
50;04.07.19 10:25:25AM;15,855;
51;04.07.19 12:25:25PM;16,046;
52;04.07.19 02:25:25PM;15,951;
53;04.07.19 04:25:25PM;15,855;
54;04.07.19 06:25:25PM;15,76;
55;04.07.19 08:25:25PM;15,76;
56;04.07.19 10:25:25PM;15,664;
57;04.08.19 12:25:25AM;15,664;
58;04.08.19 02:25:25AM;15,664;
59;04.08.19 04:25:25AM;15,664;
60;04.08.19 06:25:25AM;15,664;
61;04.08.19 08:25:25AM;15,664;
62;04.08.19 10:25:25AM;15,855;
63;04.08.19 12:25:25PM;15,951;
64;04.08.19 02:25:25PM;16,046;
65;04.08.19 04:25:25PM;16,237;
66;04.08.19 06:25:25PM;16,332;
67;04.08.19 08:25:25PM;16,523;
68;04.08.19 10:25:25PM;15,951;
69;04.09.19 12:25:25AM;15,76;
70;04.09.19 02:25:25AM;15,76;
71;04.09.19 04:25:25AM;15,664;
72;04.09.19 06:25:25AM;15,664;
73;04.09.19 08:25:25AM;20,234;
74;04.09.19 10:25:25AM;21,951;
75;04.09.19 12:25:25PM;22,142;
76;04.09.19 02:25:25PM;22,429;
77;04.09.19 04:25:25PM;22,046;
78;04.09.19 06:25:25PM;16,237;
79;04.09.19 08:25:25PM;15,951;
80;04.09.19 10:25:25PM;15,76;
81;04.10.19 12:25:25AM;15,664;
82;04.10.19 02:25:25AM;15,569;
83;04.10.19 04:25:25AM;15,473;
84;04.10.19 06:25:25AM;15,378;
85;04.10.19 08:25:25AM;19,758;
86;04.10.19 10:25:25AM;22,046;
87;04.10.19 12:25:25PM;22,429;
88;04.10.19 02:25:25PM;22,717;
89;04.10.19 04:25:25PM;22,238;
90;04.10.19 06:25:25PM;22,142;
91;04.10.19 08:25:25PM;20,234;
92;04.10.19 10:25:25PM;15,855;
93;04.11.19 12:25:25AM;15,664;
94;04.11.19 02:25:25AM;15,569;
95;04.11.19 04:25:25AM;15,473;
96;04.11.19 06:25:25AM;15,473;
97;04.11.19 08:25:25AM;21,569;
98;04.11.19 10:25:25AM;21,951;
99;04.11.19 12:25:25PM;22,046;
100;04.11.19 02:25:25PM;22,142;
101;04.11.19 04:25:25PM;22,238;
102;04.11.19 06:25:25PM;22,046;
103;04.11.19 08:25:25PM;17,95;
104;04.11.19 10:25:25PM;15,951;
105;04.12.19 12:25:25AM;15,76;
106;04.12.19 02:25:25AM;15,664;
107;04.12.19 04:25:25AM;15,569;
108;04.12.19 06:25:25AM;15,473;
109;04.12.19 08:25:25AM;21,664;
110;04.12.19 10:25:25AM;21,855;
111;04.12.19 12:25:25PM;21,76;
112;04.12.19 02:25:25PM;21,76;
113;04.12.19 04:25:25PM;21,951;
114;04.12.19 06:25:25PM;21,951;
115;04.12.19 08:25:25PM;17,284;
116;04.12.19 10:25:25PM;16,141;
117;04.13.19 12:25:25AM;16,046;
118;04.13.19 02:25:25AM;15,951;
119;04.13.19 04:25:25AM;15,855;
120;04.13.19 06:25:25AM;15,855;
121;04.13.19 08:25:25AM;20,805;
122;04.13.19 10:25:25AM;21,855;
123;04.13.19 12:25:25PM;22,142;
124;04.13.19 02:25:25PM;22,142;
125;04.13.19 04:25:25PM;21,951;
126;04.13.19 06:25:25PM;21,855;
127;04.13.19 08:25:25PM;18,806;
128;04.13.19 10:25:25PM;15,951;
129;04.14.19 12:25:25AM;15,76;
130;04.14.19 02:25:25AM;15,664;
131;04.14.19 04:25:25AM;15,664;
132;04.14.19 06:25:25AM;15,569;
133;04.14.19 08:25:25AM;15,473;
134;04.14.19 10:25:25AM;21,378;
135;04.14.19 12:25:25PM;21,378;
136;04.14.19 02:25:25PM;21,378;
137;04.14.19 04:25:25PM;21,378;
138;04.14.19 06:25:25PM;21,378;
139;04.14.19 08:25:25PM;17,284;
140;04.14.19 10:25:25PM;15,569;
141;04.15.19 12:25:25AM;15,473;
142;04.15.19 02:25:25AM;15,378;
143;04.15.19 04:25:25AM;15,378;
144;04.15.19 06:25:25AM;15,282;
145;04.15.19 08:25:25AM;20,805;
146;04.15.19 10:25:25AM;21,473;
147;04.15.19 12:25:25PM;21,187;
148;04.15.19 02:25:25PM;21,569;
149;04.15.19 04:25:25PM;21,569;
150;04.15.19 06:25:25PM;21,569;
151;04.15.19 08:25:25PM;17,95;
152;04.15.19 10:25:25PM;15,951;
153;04.16.19 12:25:25AM;15,76;
154;04.16.19 02:25:25AM;15,76;
155;04.16.19 04:25:25AM;15,76;
156;04.16.19 06:25:25AM;15,76;
157;04.16.19 08:25:25AM;21,378;
158;04.16.19 10:25:25AM;21,664;
159;04.16.19 12:25:25PM;21,76;
160;04.16.19 02:25:25PM;21,951;
161;04.16.19 04:25:25PM;21,951;
162;04.16.19 06:25:25PM;21,855;
163;04.16.19 08:01:35PM;;
164;04.16.19 08:01:43PM;;
165;04.16.19 08:02:00PM;;Protokolliert
166;04.16.19 08:25:25PM;18,521;
167;04.16.19 10:25:25PM;16,141;
168;04.17.19 12:25:25AM;16,046;
169;04.17.19 02:25:25AM;15,951;
170;04.17.19 04:25:25AM;15,855;
171;04.17.19 06:25:25AM;15,76;
172;04.17.19 08:25:25AM;21,091;
173;04.17.19 10:25:25AM;21,855;
174;04.17.19 12:25:25PM;21,951;
175;04.17.19 02:25:25PM;22,046;
176;04.17.19 04:25:25PM;22,142;
177;04.17.19 06:25:25PM;22,142;
178;04.17.19 08:25:25PM;18,996;
179;04.17.19 10:25:25PM;16,523;
180;04.18.19 12:25:25AM;16,237;
181;04.18.19 02:25:25AM;16,237;
182;04.18.19 04:25:25AM;16,141;
183;04.18.19 06:25:25AM;16,046;
184;04.18.19 08:25:25AM;21,664;
185;04.18.19 10:25:25AM;22,333;
186;04.18.19 12:25:25PM;22,429;
187;04.18.19 02:25:25PM;22,429;
188;04.18.19 04:25:25PM;22,238;
189;04.18.19 06:25:25PM;22,525;
190;04.18.19 08:25:25PM;20,805;
191;04.18.19 10:25:25PM;16,903;
192;04.19.19 12:25:25AM;16,523;
193;04.19.19 02:25:25AM;16,332;
194;04.19.19 04:25:25AM;16,332;
195;04.19.19 06:25:25AM;16,237;
196;04.19.19 08:25:25AM;20,615;
197;04.19.19 10:25:25AM;22,429;
198;04.19.19 12:25:25PM;22,621;
199;04.19.19 02:25:25PM;22,908;
200;04.19.19 04:25:25PM;22,908;
201;04.19.19 06:25:25PM;22,812;
202;04.19.19 08:25:25PM;20,615;
203;04.19.19 10:25:25PM;17,189;
204;04.20.19 12:25:25AM;16,808;
205;04.20.19 02:25:25AM;16,618;
206;04.20.19 04:25:25AM;16,523;
207;04.20.19 06:25:25AM;16,427;
208;04.20.19 08:25:25AM;22,046;
209;04.20.19 10:25:25AM;22,525;
210;04.20.19 12:25:25PM;22,525;
211;04.20.19 02:25:25PM;22,621;
212;04.20.19 04:25:25PM;22,525;
213;04.20.19 06:25:25PM;22,333;
214;04.20.19 08:25:25PM;19,187;
215;04.20.19 10:25:25PM;16,332;
216;04.21.19 12:25:25AM;16,046;
217;04.21.19 02:25:25AM;16,046;
218;04.21.19 04:25:25AM;15,951;
219;04.21.19 06:25:25AM;15,951;
220;04.21.19 08:25:25AM;18,996;
221;04.21.19 10:25:25AM;22,621;
222;04.21.19 12:25:25PM;23,004;
223;04.21.19 02:25:25PM;23,196;
224;04.21.19 04:25:25PM;22,717;
225;04.21.19 06:25:25PM;22,238;
226;04.21.19 08:25:25PM;19,758;
227;04.21.19 10:25:25PM;16,237;
228;04.22.19 12:25:25AM;15,855;
229;04.22.19 02:25:25AM;15,664;
230;04.22.19 04:25:25AM;15,473;
231;04.22.19 06:25:25AM;15,378;
232;04.22.19 08:25:25AM;20,805;
233;04.22.19 10:25:25AM;21,951;
234;04.22.19 12:25:25PM;22,238;
235;04.22.19 02:25:25PM;22,046;
236;04.22.19 04:25:25PM;21,951;
237;04.22.19 06:25:25PM;21,76;
238;04.22.19 08:25:25PM;19,187;
239;04.22.19 10:25:25PM;16,046;
240;04.23.19 12:25:25AM;15,76;
241;04.23.19 02:25:25AM;15,76;
242;04.23.19 04:25:25AM;15,76;
243;04.23.19 06:25:25AM;15,664;
244;04.23.19 08:25:25AM;21,664;
245;04.23.19 10:25:25AM;22,142;
246;04.23.19 12:25:25PM;22,238;
247;04.23.19 02:25:25PM;22,238;
248;04.23.19 04:25:25PM;22,429;
249;04.23.19 06:25:25PM;22,333;
250;04.23.19 08:25:25PM;19,092;
251;04.23.19 10:25:25PM;15,855;
252;04.24.19 12:25:25AM;15,569;
253;04.24.19 02:25:25AM;15,569;
254;04.24.19 04:25:25AM;15,473;
255;04.24.19 06:25:25AM;15,378;
256;04.24.19 08:25:25AM;21,664;
257;04.24.19 10:25:25AM;22,142;
258;04.24.19 12:25:25PM;22,238;
259;04.24.19 02:25:25PM;22,429;
260;04.24.19 04:25:25PM;22,429;
261;04.24.19 06:25:25PM;22,238;
262;04.24.19 08:25:25PM;18,616;
263;04.24.19 10:25:25PM;15,664;
264;04.25.19 12:25:25AM;15,473;
265;04.25.19 02:25:25AM;15,473;
266;04.25.19 04:25:25AM;15,378;
267;04.25.19 06:25:25AM;15,378;
268;04.25.19 08:25:25AM;21,664;
269;04.25.19 10:25:25AM;22,142;
270;04.25.19 12:25:25PM;22,046;
271;04.25.19 02:25:25PM;19,948;
272;04.25.19 04:25:25PM;20,234;
273;04.25.19 06:25:25PM;20,329;
274;04.25.19 08:25:25PM;20,234;
275;04.25.19 10:25:25PM;19,853;
276;04.26.19 12:25:25AM;19,567;
277;04.26.19 02:25:25AM;19,282;
278;04.26.19 04:25:25AM;18,996;
279;04.26.19 06:25:25AM;18,806;
280;04.26.19 08:25:25AM;18,806;
281;04.26.19 10:25:25AM;19,282;
282;04.26.19 12:25:25PM;20,138;
283;04.26.19 02:25:25PM;20,615;
284;04.26.19 04:25:25PM;20,901;
285;04.26.19 06:25:25PM;20,615;
286;04.26.19 08:25:25PM;20,234;
287;04.26.19 10:25:25PM;19,758;
288;04.27.19 12:25:25AM;19,282;
289;04.27.19 02:25:25AM;19,092;
290;04.27.19 04:25:25AM;18,996;
291;04.27.19 06:25:25AM;18,806;
292;04.27.19 08:25:25AM;18,521;
293;04.27.19 10:25:25AM;17,094;
