no;date;temp;comment
1;04.03.19 10:20:40AM;24,641;
2;04.03.19 10:21:04AM;;Protokolliert
3;04.03.19 12:20:40PM;23,484;
4;04.03.19 02:20:40PM;23,869;
5;04.03.19 04:20:40PM;23,966;
6;04.03.19 06:20:40PM;23,869;
7;04.03.19 08:20:40PM;23,773;
8;04.03.19 10:20:40PM;23,677;
9;04.04.19 12:20:40AM;23,581;
10;04.04.19 02:20:40AM;23,484;
11;04.04.19 04:20:40AM;23,388;
12;04.04.19 06:20:40AM;23,292;
13;04.04.19 08:20:40AM;23,292;
14;04.04.19 10:20:40AM;23,677;
15;04.04.19 12:20:40PM;23,581;
16;04.04.19 02:20:40PM;23,581;
17;04.04.19 04:20:40PM;23,484;
18;04.04.19 06:20:40PM;23,388;
19;04.04.19 08:20:40PM;23,388;
20;04.04.19 10:20:40PM;23,388;
21;04.05.19 12:20:40AM;23,196;
22;04.05.19 02:20:40AM;23,196;
23;04.05.19 04:20:40AM;23,1;
24;04.05.19 06:20:40AM;23,004;
25;04.05.19 08:20:40AM;22,908;
26;04.05.19 10:20:40AM;23,1;
27;04.05.19 12:20:40PM;23,1;
28;04.05.19 01:54:46PM;;
29;04.05.19 01:55:53PM;;Protokolliert
30;04.05.19 02:20:40PM;26,781;
31;04.05.19 04:20:40PM;28,555;
32;04.05.19 06:20:40PM;28,456;
33;04.05.19 08:20:40PM;28,456;
34;04.05.19 10:20:40PM;28,357;
35;04.06.19 12:20:40AM;28,258;
36;04.06.19 02:20:40AM;28,258;
37;04.06.19 04:20:40AM;28,258;
38;04.06.19 06:20:40AM;28,258;
39;04.06.19 08:20:40AM;28,159;
40;04.06.19 10:20:40AM;28,357;
41;04.06.19 12:20:40PM;28,456;
42;04.06.19 02:20:40PM;28,555;
43;04.06.19 04:20:40PM;28,555;
44;04.06.19 05:02:56PM;;
45;04.06.19 05:03:06PM;;
46;04.06.19 05:20:57PM;;Protokolliert
47;04.06.19 06:20:40PM;28,06;
48;04.06.19 08:20:40PM;29,252;
49;04.06.19 10:20:40PM;27,862;
50;04.07.19 12:20:40AM;27,764;
51;04.07.19 02:20:40AM;27,764;
52;04.07.19 04:20:40AM;27,764;
53;04.07.19 06:20:40AM;27,665;
54;04.07.19 08:20:40AM;27,665;
55;04.07.19 10:20:40AM;27,862;
56;04.07.19 11:15:32AM;;
57;04.07.19 11:15:36AM;;
58;04.07.19 11:18:09AM;;Protokolliert
59;04.07.19 12:20:40PM;27,862;
60;04.07.19 02:20:40PM;27,862;
61;04.07.19 04:20:40PM;27,764;
62;04.07.19 06:20:40PM;27,764;
63;04.07.19 06:58:37PM;;
64;04.07.19 06:58:46PM;;
65;04.07.19 06:59:38PM;;Protokolliert
66;04.07.19 08:20:40PM;27,665;
67;04.07.19 10:20:40PM;27,665;
68;04.08.19 12:20:40AM;27,567;
69;04.08.19 02:20:40AM;27,567;
70;04.08.19 04:20:40AM;27,567;
71;04.08.19 06:20:40AM;27,567;
72;04.08.19 08:20:40AM;27,567;
73;04.08.19 10:20:40AM;27,764;
74;04.08.19 12:20:40PM;27,764;
75;04.08.19 02:20:40PM;27,862;
76;04.08.19 04:20:40PM;27,961;
77;04.08.19 05:30:10PM;;
78;04.08.19 05:30:20PM;;
79;04.08.19 05:30:27PM;;
80;04.08.19 05:31:26PM;;Protokolliert
81;04.08.19 06:20:40PM;27,862;
82;04.08.19 08:20:40PM;27,764;
83;04.08.19 10:20:40PM;27,862;
84;04.09.19 12:20:40AM;27,764;
85;04.09.19 02:20:40AM;27,665;
86;04.09.19 04:20:40AM;27,665;
87;04.09.19 06:20:40AM;27,567;
88;04.09.19 08:20:40AM;27,665;
89;04.09.19 10:20:40AM;27,764;
90;04.09.19 12:20:40PM;27,862;
91;04.09.19 02:20:40PM;27,961;
92;04.09.19 04:20:40PM;27,075;
93;04.09.19 06:20:40PM;27,862;
94;04.09.19 08:20:40PM;27,665;
95;04.09.19 10:20:40PM;27,665;
96;04.10.19 12:20:40AM;27,567;
97;04.10.19 02:20:40AM;27,37;
98;04.10.19 04:20:40AM;27,272;
99;04.10.19 06:20:40AM;27,272;
100;04.10.19 08:20:40AM;27,37;
101;04.10.19 08:42:36AM;;
102;04.10.19 08:42:37AM;;
103;04.10.19 08:43:09AM;;
104;04.10.19 08:43:11AM;;Protokolliert
105;04.10.19 10:20:40AM;27,961;
106;04.10.19 12:20:40PM;28,159;
107;04.10.19 02:20:40PM;28,258;
108;04.10.19 04:20:40PM;28,06;
109;04.10.19 06:20:40PM;27,961;
110;04.10.19 08:20:40PM;27,961;
111;04.10.19 10:20:40PM;27,764;
112;04.11.19 12:20:40AM;27,665;
113;04.11.19 02:20:40AM;27,567;
114;04.11.19 04:20:40AM;27,567;
115;04.11.19 06:20:40AM;27,567;
116;04.11.19 08:08:55AM;;
117;04.11.19 08:09:58AM;;Protokolliert
118;04.11.19 08:20:40AM;27,665;
119;04.11.19 10:20:40AM;27,961;
120;04.11.19 12:20:40PM;27,961;
121;04.11.19 02:20:40PM;27,961;
122;04.11.19 04:20:40PM;27,961;
123;04.11.19 06:20:40PM;27,961;
124;04.11.19 08:20:40PM;27,961;
125;04.11.19 10:20:40PM;27,862;
126;04.12.19 12:20:40AM;27,764;
127;04.12.19 02:20:40AM;27,764;
128;04.12.19 04:20:40AM;27,665;
129;04.12.19 06:20:40AM;27,665;
130;04.12.19 07:48:50AM;;
131;04.12.19 07:48:51AM;;
132;04.12.19 07:49:08AM;;Protokolliert
133;04.12.19 08:20:40AM;27,764;
134;04.12.19 10:20:40AM;27,764;
135;04.12.19 12:20:40PM;27,862;
136;04.12.19 02:20:40PM;27,862;
137;04.12.19 04:20:40PM;27,961;
138;04.12.19 06:20:40PM;27,961;
139;04.12.19 07:06:36PM;;
140;04.12.19 07:07:10PM;;Protokolliert
141;04.12.19 08:20:40PM;28,159;
142;04.12.19 10:20:40PM;28,159;
143;04.13.19 12:20:40AM;28,159;
144;04.13.19 02:20:40AM;28,06;
145;04.13.19 04:20:40AM;28,06;
146;04.13.19 06:20:40AM;28,06;
147;04.13.19 08:20:40AM;28,159;
148;04.13.19 10:20:40AM;28,159;
149;04.13.19 10:55:25AM;;
150;04.13.19 10:56:09AM;;Protokolliert
151;04.13.19 12:20:40PM;28,357;
152;04.13.19 02:20:40PM;28,357;
153;04.13.19 04:20:40PM;28,357;
154;04.13.19 06:20:40PM;28,258;
155;04.13.19 08:20:40PM;28,258;
156;04.13.19 10:20:40PM;28,159;
157;04.14.19 12:20:40AM;28,159;
158;04.14.19 02:20:40AM;28,159;
159;04.14.19 04:20:40AM;28,06;
160;04.14.19 06:20:40AM;28,06;
161;04.14.19 08:20:40AM;27,961;
162;04.14.19 10:20:40AM;28,258;
163;04.14.19 10:26:15AM;;
164;04.14.19 10:26:24AM;;
165;04.14.19 10:27:00AM;;Protokolliert
166;04.14.19 12:20:40PM;28,258;
167;04.14.19 02:20:40PM;28,258;
168;04.14.19 04:20:40PM;28,258;
169;04.14.19 06:20:40PM;28,258;
170;04.14.19 08:20:40PM;28,06;
171;04.14.19 10:20:40PM;28,159;
172;04.15.19 12:20:40AM;28,06;
173;04.15.19 02:20:40AM;28,06;
174;04.15.19 04:20:40AM;28,06;
175;04.15.19 06:20:40AM;28,06;
176;04.15.19 08:20:40AM;28,06;
177;04.15.19 10:20:40AM;28,06;
178;04.15.19 12:20:40PM;28,06;
179;04.15.19 02:20:40PM;28,159;
180;04.15.19 04:20:40PM;28,06;
181;04.15.19 06:20:40PM;28,06;
182;04.15.19 08:05:27PM;;
183;04.15.19 08:05:30PM;;
184;04.15.19 08:05:50PM;;Protokolliert
185;04.15.19 08:20:40PM;27,764;
186;04.15.19 10:20:40PM;27,764;
187;04.16.19 12:20:40AM;27,665;
188;04.16.19 02:20:40AM;27,665;
189;04.16.19 04:20:40AM;27,764;
190;04.16.19 06:20:40AM;27,764;
191;04.16.19 08:20:40AM;27,764;
192;04.16.19 10:20:40AM;27,961;
193;04.16.19 12:20:40PM;27,862;
194;04.16.19 02:20:40PM;27,961;
195;04.16.19 04:20:40PM;28,258;
196;04.16.19 06:20:40PM;28,159;
197;04.16.19 08:10:08PM;;
198;04.16.19 08:10:45PM;;
199;04.16.19 08:11:16PM;;Protokolliert
200;04.16.19 08:20:40PM;27,764;
201;04.16.19 10:20:40PM;27,961;
202;04.17.19 12:20:40AM;27,961;
203;04.17.19 02:20:40AM;27,862;
204;04.17.19 04:20:40AM;27,961;
205;04.17.19 06:20:40AM;27,862;
206;04.17.19 08:20:40AM;28,06;
207;04.17.19 10:20:40AM;28,159;
208;04.17.19 12:20:40PM;28,258;
209;04.17.19 02:20:40PM;28,456;
210;04.17.19 04:20:40PM;28,456;
211;04.17.19 06:20:40PM;28,456;
212;04.17.19 08:20:40PM;28,357;
213;04.17.19 10:20:40PM;28,159;
214;04.18.19 12:20:40AM;28,159;
215;04.18.19 02:20:40AM;28,159;
216;04.18.19 04:20:40AM;28,06;
217;04.18.19 06:20:40AM;28,06;
218;04.18.19 08:20:40AM;28,159;
219;04.18.19 09:24:38AM;;
220;04.18.19 09:25:18AM;;
221;04.18.19 09:25:20AM;;Protokolliert
222;04.18.19 10:20:40AM;28,456;
223;04.18.19 12:20:40PM;28,456;
224;04.18.19 02:20:40PM;28,456;
225;04.18.19 04:20:40PM;28,258;
226;04.18.19 06:20:40PM;28,456;
227;04.18.19 08:20:40PM;28,456;
228;04.18.19 10:20:40PM;28,456;
229;04.19.19 12:20:40AM;28,357;
230;04.19.19 02:20:40AM;28,357;
231;04.19.19 04:20:40AM;28,357;
232;04.19.19 06:20:40AM;28,357;
233;04.19.19 08:20:40AM;28,357;
234;04.19.19 08:27:27AM;;
235;04.19.19 08:27:45AM;;Protokolliert
236;04.19.19 10:20:40AM;28,555;
237;04.19.19 12:20:40PM;28,655;
238;04.19.19 02:20:40PM;28,754;
239;04.19.19 04:20:40PM;28,754;
240;04.19.19 06:20:40PM;28,754;
241;04.19.19 08:20:40PM;28,655;
242;04.19.19 10:20:40PM;28,555;
243;04.20.19 12:20:40AM;28,555;
244;04.20.19 02:20:40AM;28,456;
245;04.20.19 04:20:40AM;28,456;
246;04.20.19 06:20:40AM;28,357;
247;04.20.19 08:20:40AM;28,357;
248;04.20.19 10:20:40AM;28,555;
249;04.20.19 12:20:40PM;28,555;
250;04.20.19 02:20:40PM;28,555;
251;04.20.19 04:20:40PM;28,456;
252;04.20.19 06:20:40PM;28,357;
253;04.20.19 07:30:35PM;;
254;04.20.19 07:31:26PM;;Protokolliert
255;04.20.19 08:20:40PM;28,555;
256;04.20.19 10:20:40PM;28,555;
257;04.21.19 12:20:40AM;28,555;
258;04.21.19 02:20:40AM;28,456;
259;04.21.19 04:20:40AM;28,456;
260;04.21.19 06:20:40AM;28,456;
261;04.21.19 08:20:40AM;28,456;
262;04.21.19 09:57:39AM;;
263;04.21.19 09:58:18AM;;Protokolliert
264;04.21.19 10:20:40AM;28,555;
265;04.21.19 12:20:40PM;28,853;
266;04.21.19 02:20:40PM;28,853;
267;04.21.19 04:20:40PM;28,456;
268;04.21.19 04:56:07PM;;
269;04.21.19 04:56:36PM;;
270;04.21.19 04:57:54PM;;Protokolliert
271;04.21.19 06:20:40PM;28,159;
272;04.21.19 08:20:40PM;28,06;
273;04.21.19 10:20:40PM;28,06;
274;04.22.19 12:20:40AM;27,961;
275;04.22.19 02:20:40AM;27,961;
276;04.22.19 04:20:40AM;27,862;
277;04.22.19 06:20:40AM;27,764;
278;04.22.19 08:20:40AM;27,764;
279;04.22.19 10:20:40AM;28,06;
280;04.22.19 12:20:40PM;28,06;
281;04.22.19 02:20:40PM;27,961;
282;04.22.19 04:20:40PM;26,097;
283;04.22.19 06:20:40PM;27,665;
284;04.22.19 06:33:32PM;;
285;04.22.19 06:33:33PM;;
286;04.22.19 06:33:59PM;;Protokolliert
287;04.22.19 08:20:40PM;28,159;
288;04.22.19 10:20:40PM;28,159;
289;04.23.19 12:20:40AM;28,159;
290;04.23.19 02:20:40AM;28,159;
291;04.23.19 04:20:40AM;28,159;
292;04.23.19 06:20:40AM;28,159;
293;04.23.19 08:20:40AM;28,258;
294;04.23.19 08:40:24AM;;
295;04.23.19 08:40:25AM;;
296;04.23.19 08:41:25AM;;Protokolliert
297;04.23.19 10:20:40AM;27,862;
298;04.23.19 12:20:40PM;28,06;
299;04.23.19 02:20:40PM;28,06;
300;04.23.19 04:20:40PM;28,06;
301;04.23.19 06:20:40PM;28,159;
302;04.23.19 07:48:31PM;;
303;04.23.19 07:48:32PM;;
304;04.23.19 07:49:15PM;;Protokolliert
305;04.23.19 08:20:40PM;27,862;
306;04.23.19 10:20:40PM;27,862;
307;04.24.19 12:20:40AM;27,862;
308;04.24.19 02:20:40AM;27,764;
309;04.24.19 04:20:40AM;27,764;
310;04.24.19 06:20:40AM;27,764;
311;04.24.19 08:20:40AM;27,764;
312;04.24.19 08:40:03AM;;
313;04.24.19 08:40:40AM;;
314;04.24.19 08:40:42AM;;Protokolliert
315;04.24.19 10:20:40AM;28,159;
316;04.24.19 12:20:40PM;28,258;
317;04.24.19 02:20:40PM;28,357;
318;04.24.19 04:20:40PM;28,258;
319;04.24.19 06:20:40PM;28,159;
320;04.24.19 07:56:49PM;;
321;04.24.19 07:56:55PM;;
322;04.24.19 07:57:06PM;;
323;04.24.19 07:59:18PM;;Protokolliert
324;04.24.19 08:20:40PM;27,961;
325;04.24.19 10:20:40PM;27,862;
326;04.25.19 12:20:40AM;27,764;
327;04.25.19 02:20:40AM;27,764;
328;04.25.19 04:20:40AM;27,665;
329;04.25.19 06:20:40AM;27,665;
330;04.25.19 08:20:40AM;27,764;
331;04.25.19 10:20:40AM;27,961;
332;04.25.19 12:20:40PM;28,06;
333;04.25.19 02:20:40PM;28,159;
334;04.25.19 04:20:40PM;28,06;
335;04.25.19 06:20:40PM;28,159;
336;04.25.19 08:20:40PM;27,961;
337;04.25.19 10:20:40PM;27,862;
338;04.26.19 12:20:40AM;27,862;
339;04.26.19 02:20:40AM;27,862;
340;04.26.19 04:20:40AM;27,862;
341;04.26.19 06:20:40AM;27,862;
342;04.26.19 08:20:40AM;27,862;
343;04.26.19 08:28:49AM;;
344;04.26.19 08:28:58AM;;
345;04.26.19 08:29:03AM;;
346;04.26.19 08:29:39AM;;Protokolliert
347;04.26.19 10:20:40AM;28,06;
348;04.26.19 12:20:40PM;28,456;
349;04.26.19 02:20:40PM;28,159;
350;04.26.19 04:20:40PM;28,258;
351;04.26.19 06:20:40PM;28,258;
352;04.26.19 07:57:36PM;;
353;04.26.19 07:57:40PM;;
354;04.26.19 07:58:11PM;;Protokolliert
355;04.26.19 08:20:40PM;28,06;
356;04.26.19 10:20:40PM;27,862;
357;04.27.19 12:20:40AM;27,961;
358;04.27.19 02:20:40AM;27,961;
359;04.27.19 04:20:40AM;27,961;
360;04.27.19 06:20:40AM;27,961;
361;04.27.19 08:20:40AM;28,159;
362;04.27.19 08:22:55AM;;
363;04.27.19 08:22:56AM;;
364;04.27.19 08:23:20AM;;Protokolliert
365;04.27.19 10:20:40AM;28,06;
366;04.27.19 12:20:40PM;28,159;
367;04.27.19 02:20:40PM;27,862;
368;04.27.19 04:20:40PM;28,159;
369;04.27.19 06:14:41PM;;
370;04.27.19 06:14:42PM;;
371;04.27.19 06:14:47PM;;
372;04.27.19 06:15:22PM;;Protokolliert
373;04.27.19 06:20:40PM;28,06;
374;04.27.19 08:20:40PM;27,961;
375;04.27.19 10:20:40PM;27,961;
376;04.28.19 12:20:40AM;27,764;
377;04.28.19 02:20:40AM;27,665;
378;04.28.19 04:20:40AM;27,567;
379;04.28.19 06:20:40AM;27,567;
380;04.28.19 08:20:40AM;26,488;
